RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_3OTHER,NOCALL_4,NOCALL_4OTHER,NOCALL_5,NOCALL_6,NOCALL_7,NOCALL_8,NOCALL_9,NOCALL_10,NOCALL_11,NOCALL_12,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q12A,Q12B,Q12C,Q12D,Q12E_CAM,Q13,Q14,Q15A,Q15B,Q15C,Q15D_1,Q15D_2,Q15D_3,Q15D_4,Q15D_5,Q15D_6,Q15D_7,Q15DOTHER,Q16A,Q16B,Q17A,Q17B,Q17C,Q17D,Q18A,Q18B,Q18C,Q19A,Q19B,Q20A,Q20B,Q20C,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35A,Q35B,Q35C,Q35D,Q36,Q37,Q38A,Q38B,Q38C,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q40E,Q40F,Q40G,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q41I,Q41J,Q41K,Q41L,Q41M_CAM,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q42G,Q42H,Q42I,Q42J_CAM,Q42K_CAM,Q43A,Q43B,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q44K,Q44L,Q44M,Q44N,Q45,Q46A,Q46B,Q46C,Q46D,Q47A,Q47B,Q47C,Q47D,Q48PT1,Q48PT1OTHER,Q48PT2,Q48PT2OTHER,Q48PT3,Q48PT3OTHER,Q49A,Q49B,Q50A,Q50B,Q50C,Q50D,Q50E,Q50F,Q50G,Q50H,Q50I,Q50J,Q50K,Q50L,Q50M,Q50N,Q50O,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q53A,Q53B,Q53C,Q54A,Q54B,Q54C,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57A,Q57B,Q57C,Q57D,Q57E,Q58A,Q58B,Q58C,Q58D,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q60,Q61,Q62,Q63,Q64A,Q64B,Q65A,Q65B,Q65C,Q65D,Q66,Q67,Q68,Q69A,Q69AOther,Q69B,Q70A,Q70B,Q70C,Q70D,Q70E,Q70F,Q70G,Q70H,Q71,Q71Other,Q72A,Q72B,Q73,Q74,Q75,Q76A_CAM,Q76B_CAM,Q77_CAM,Q78_CAM,Q79A_CAM,Q79B_CAM,Q79C_CAM,Q79D_CAM,Q80A_CAM,Q80B_CAM,Q80C_CAM,Q80D_CAM,Q80E_CAM,Q80F_CAM,Q80G_CAM,Q80H_CAM,Q80I_CAM,Q81,Q81OTHER,Q82A,Q82B,Q82C,Q82D,Q83,Q84A,Q84B,Q84C,Q85,Q86A,Q86B,Q86C,Q86D,Q86E,Q87A,Q87B,Q87C,Q87D,Q87E,Q88,Q89A,Q89B,Q90,COV1,COV2,COV3,COV4,COV5,COV6,COV7,COV8,COV9,COV10,COV11,COV12,COV13,COV14,COV15,COV16,COV17,COV18,COV19,COV20,COV21,COV22,COV23,COV24,Q91A,Q91B,Q91BOTHER,Q92A,Q92B,Q92C,Q92D,Q92E,Q92F,Q92G,Q92H,Q92I,Q93A,Q93B,Q94A,Q94B,Q94C,Q94D,Q94E,Q95A,Q95B,Q95C,Q95COTHER,Q95D,Q96A,Q96B,Q96C,Q97,Q98A,Q98B,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116Other,Q117,Q117Other,Q118,Q119_1,Q119_2,Q119_3,Q119_4,Q119_5,Q119_6,Q119OTHER,withinwt_ea,withinwt_hh
CAM0247,2,1229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,3,1,19.02.21,14:48,39,1,,1,2,1,0,4,4,3,1,1,3,3,4,4,0,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,9997,9997,9997,9997,9997,9997,9997,,9,0,9,9,9,0,9,9,9,3,2,9,1,4,9,3,1,4,1,94,94,1,4,4,94,4,1,1,1,40,1,60,1,0,0,0,0,1,5,3,3,3,3,9,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,3,3,1,1,3,3,3,1,1,3,3,3,1,0,7,7,1,1,0,1,4,2,1,3,0,3,2,4,1,4,5,4,94,4,9,9,31,,17,,8,,5,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,94,4,1,1,9,0,1,1,3,2,0,4,4,1,9,9,3,1,94,9,4,2,2,1,4,4,4,4,2,9,1,2,9,1,1,9,7,7,7,4,2,2,1,,3,9,5,9,1,1,4,4,1,1,,1,5,1,1,4,2,4,4,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1252,,0,2,1,1,0,0,0,0,9,4,4,1,4,94,4,4,4,4,5,3,4,94,3,4,2,2,94,1,1,94,1,1,0,1,1,1,1,1,1,1,1,1,5,9,1,9,3,0,9997,,0,2,0,0,0,2,1,3,3,5,3,1,2,0,97,7,3,0,4,,1,2,2,3,4,3,0,9999,,1,16:16,88,2,1,1,4,7,3,0,0,0,0,0,0,1,1,2,1,1,1,CAM23,28,1,2,1,,1236,,8,1,2,1221,1228,1236,9996,,0.94138857,0.90373303
CAM0248,1,1223,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,5,5,5,1,,1,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,5,1,19.02.21,14:54,20,2,,2,3,4,2,5,4,0,3,3,0,2,3,0,2,2,4,4,1,4,0,0,0,0,0,0,0,3,0,0,0,9997,9997,9997,9997,9997,9997,9997,,3,0,0,1,2,3,0,0,3,2,2,1,8,1,3,3,3,4,1,94,94,9,4,5,94,3,3,1,1,30,0,997,3,2,1,1,2,5,1,1,1,1,2,3,2,2,3,2,3,2,3,2,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,3,9,0,7,7,0,7,7,0,7,7,0,7,7,1,0,3,9,9,3,3,94,4,3,2,23,,9996,,9996,,4,1,3,9,1,9,9,4,3,3,3,2,3,3,3,3,2,3,9,9,4,94,0,2,2,9,0,0,0,0,4,0,3,3,2,3,3,3,3,94,4,4,4,4,1,4,4,4,4,3,2,3,7,2,4,3,0,7,7,7,3,2,2,2,,9,9,9,9,3,4,4,3,3,2,,1,4,3,2,3,4,4,2,3,4,4,4,4,1,2,1,1,1,1,4,3,3,1220,,1,5,1,1,1,0,0,0,4,3,3,3,3,94,2,2,3,3,4,2,9,94,2,9,97,97,94,97,97,94,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,0,9997,,1,1,1,0,1,2,1,4,3,4,2,1,4,0,97,7,0,7,1,,7,5,3,7,4,1,0,9999,,1,18:35,221,1,1,2,1,1,3,0,0,0,0,0,3,1,1,1,1,1,1,CAM12,31,1,2,1230,,1230,,9,2,9996,9996,9996,9996,9996,,1.00944231,1.06257085
CAM0249,1,1223,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,5,5,5,2,,1,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,19.02.21,14:57,47,2,,1,4,3,1,4,4,2,0,2,2,4,0,0,1,4,4,4,4,3,1,1,0,0,3,0,3,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,1,0,1,0,0,3,0,0,4,3,3,2,2,2,3,3,5,2,2,94,94,3,3,3,94,3,2,2,1,21,0,997,3,3,0,1,3,4,2,3,0,0,3,3,2,3,3,2,1,2,2,1,2,2,0,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,3,0,0,7,7,1,2,0,1,3,0,0,7,7,0,7,2,2,4,4,2,94,4,4,2,4,,14,,1,,1,1,3,2,3,3,1,1,3,3,3,1,1,1,3,3,1,3,9,2,3,94,1,1,1,1,0,0,0,1,3,3,4,3,2,2,2,2,3,94,4,4,4,4,1,4,4,4,4,1,3,2,2,3,2,3,1,1,9,1,3,3,2,2,,3,3,2,2,2,3,2,3,3,1,,1,4,2,2,2,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,3,1,1220,,2,5,1,1,0,0,0,0,4,3,3,1,4,94,4,1,1,1,4,1,3,94,3,4,2,2,94,2,4,94,5,3,0,1,3,3,2,1,1,1,1,3,4,2,4,4,1,0,9997,,0,2,0,2,0,2,1,4,0,1,3,1,3,0,97,7,1,7,4,,2,4,11,7,8,2,0,1220,,3,16:28,92,1,1,1,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM14,52,2,2,1234,,1234,,9,2,9996,9996,9996,9996,9996,,1.00944231,0.63754251
CAM0250,2,1229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,1,,1,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,4,1,19.02.21,15:04,28,1229,,1,3,3,1,4,3,2,3,0,1,3,3,0,1,3,3,2,2,2,1,0,0,0,2,0,0,1,0,0,1,1220,9996,9996,9996,9996,9996,9996,,0,1,9,9,2,3,1,0,1,4,2,5,2,1,2,3,2,1,1,94,94,1,1,3,94,2,3,1,1,30,1,70,2,2,0,0,1,2,2,2,2,2,3,1,2,0,1,1,0,1,0,0,2,2,2,1,2,2,0,2,2,1,1,1,1,2,1,1,2,2,3,1,1,3,1,1,2,0,0,7,7,0,7,7,2,1,4,3,4,5,3,94,5,2,1,26,,1,,3,,3,1,2,4,4,3,4,3,2,9,4,2,4,3,4,3,4,9,9,9,2,94,1,1,1,3,2,2,2,0,4,0,4,3,1,2,2,2,3,94,4,2,3,2,1,4,4,4,3,3,2,2,2,1,2,1,1,9,1,0,4,2,4,6,,3,4,2,4,1,1,4,4,3,1,,1,4,3,3,3,5,4,1,1,1,2,3,2,1,1,1,1,1,2,2,2,1,1221,,1,4,1,1,0,2,1,1,1,2,5,1,4,94,4,2,4,1,5,2,4,94,2,3,2,1,94,2,4,94,4,4,1,2,2,3,1,1,1,1,5,3,2,2,5,5,4,0,9997,,1,2,1,2,2,2,1,4,4,5,1,1,4,1,2,1,2,9,12,,1,1,1,97,6,8,0,9998,,99,16:28,84,1,1,1,4,1,1,0,0,0,0,0,0,1,1,2,1,1,1,CAM20,29,1,2,1,,9995,BALUE,8,1,1221,9996,9996,9996,9996,,0.94138857,1.20497737
CAM0251,2,1228,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,3,3,,1,,6,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,5,1,19.02.21,15:10,35,2,,2,1,4,0,3,4,2,0,3,4,4,0,2,0,1,3,2,0,2,3,2,1,2,0,3,3,3,0,1,0,9997,9997,9997,9997,9997,9997,9997,,2,2,0,1,3,0,0,0,4,2,3,5,1,2,3,3,4,1,1,94,94,2,1,3,94,1,3,2,0,997,0,997,1,3,2,1,3,1,5,0,1,2,0,3,2,0,1,2,0,0,2,3,3,1,2,0,1,3,2,3,1,2,0,1,2,3,0,1,2,3,3,1,0,7,7,0,7,7,0,7,7,1,3,2,0,7,4,4,2,4,4,94,5,4,1,16,,13,,6,,4,4,4,2,3,1,1,4,3,3,2,1,2,3,4,1,2,4,1,3,1,94,3,2,1,2,2,0,1,4,0,0,0,0,2,3,1,0,0,94,4,1,4,1,0,7,7,7,7,7,2,1,1,3,1,3,0,7,7,7,1,3,2,3,,1,2,4,1,1,3,2,5,2,1,,0,7,2,2,3,4,5,1,3,1,2,4,1,2,2,4,1,1,1,4,2,2,1251,,3,2,1,1,0,3,0,1,4,3,1,3,4,94,1,4,3,4,1,2,2,94,1,1,2,2,94,5,4,94,1,4,0,3,1,3,3,3,1,3,2,4,4,4,1,1,2,0,9997,,0,0,0,0,0,0,7,0,0,6,2,0,7,0,97,7,0,7,3,,2,3,3,4,4,2,3,9997,,3,16:24,73,1,1,2,2,4,1,0,0,0,0,0,4,1,2,2,1,1,1,CAM26,26,1,2,1254,,1254,,7,1,2,1220,1254,9996,9996,,0.33441843,0.38219249
CAM0252,2,1230,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,4,1,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,19.02.21,15:19,21,1230,,1,3,3,0,2,4,0,4,1,1,1,2,0,1,2,1,1,1,1,1,0,0,0,0,0,1,2,0,0,0,9997,9997,9997,9997,9997,9997,9997,,2,0,1,2,0,3,0,0,2,3,4,4,5,5,1,1,4,1,2,94,94,1,4,1,94,3,4,2,1,40,1,70,2,2,1,1,1,2,2,1,3,0,2,3,3,3,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,0,1,1,3,1,0,7,7,1,2,0,0,7,7,0,7,7,1,0,1,3,4,3,1,94,5,2,1,31,,9996,,9996,,4,1,1,1,1,3,2,2,3,2,1,1,1,2,2,1,1,9,9,9,9,94,0,1,2,4,0,0,0,0,3,0,2,0,2,2,2,2,2,94,2,4,1,4,1,2,4,4,2,9,2,3,9,2,3,3,9,7,7,7,3,3,2,3,,3,2,9,9,9,9,2,4,1,1,,0,7,3,4,3,4,2,1,1,4,4,3,4,1,4,1,2,2,1,4,4,4,1235,,0,4,0,1,0,1,1,0,3,3,3,3,3,94,3,3,4,2,4,3,2,94,3,3,2,2,94,2,5,94,4,2,0,2,2,3,1,1,2,3,1,4,4,5,5,5,3,0,9997,,0,1,1,2,9,2,1,4,4,7,1,1,4,0,97,7,1,7,1,,7,4,4,4,4,18,1,1220,,1,16:59,100,1,1,2,1,1,4,0,0,0,0,0,4,1,1,1,1,1,1,CAM33,31,2,2,1230,,1230,,7,1,2,1230,9996,9996,9996,,0.69416290,0.83299548
CAM0253,2,1230,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,4,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,19.02.21,15:20,28,1230,,1,2,4,1,1,4,3,3,3,3,3,3,3,1,3,3,3,3,1,1,2,2,2,2,0,0,2,0,0,0,9997,9997,9997,9997,9997,9997,9997,,1,2,2,2,0,1,0,0,1,2,3,2,2,2,2,4,4,1,1,94,94,4,1,3,94,4,1,1,0,997,1,65,3,2,1,1,2,2,2,1,3,0,0,1,1,1,2,1,2,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,1,1,2,2,1,2,1,0,7,7,1,3,1,0,7,7,0,7,7,1,0,4,4,1,3,2,94,5,4,3,4,,3,,31,,4,5,2,2,1,1,2,1,1,4,2,1,1,1,1,2,2,4,4,4,4,94,3,0,0,3,0,0,0,3,2,0,2,3,0,3,3,3,3,94,4,4,4,4,1,4,4,4,4,9,1,1,7,2,2,4,0,7,7,7,1,3,4,6,,1,3,3,3,1,2,5,4,4,2,,0,7,2,1,2,2,5,4,4,1,4,1,4,1,1,1,1,3,4,2,3,1,1235,,1,2,1,1,0,3,3,2,2,3,3,1,3,94,3,1,2,3,1,1,1,94,3,4,2,2,94,1,4,94,5,4,0,2,9,2,3,2,3,4,1,2,5,4,5,5,3,0,9997,,0,0,1,0,0,2,0,4,0,5,3,1,5,0,97,7,1,7,6,,1,1,4,3,4,18,2,1220,,4,17:00,100,2,1,2,2,1,4,0,0,0,0,0,4,1,1,1,1,1,1,CAM34,32,2,2,1231,,1231,,8,2,1231,9996,9996,9996,9996,,0.69416290,0.55533032
CAM0254,2,1228,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,3,2,,7,,1,,1,,9997,9997,9997,9997,9997,9997,9997,9997,2,6,1,19.02.21,15:22,25,1244,,1,4,2,1,3,4,1,4,2,3,4,2,1,1,3,4,2,1,1,0,0,0,0,1,0,3,3,0,0,1,1220,9996,9996,9996,9996,9996,9996,,2,0,0,1,1,2,0,0,4,3,3,1,2,2,3,4,2,2,3,94,94,2,3,4,94,3,3,2,1,55,1,70,3,3,0,0,1,4,4,1,0,0,2,1,2,1,2,1,1,3,1,2,1,3,2,1,3,3,3,1,1,2,1,1,2,1,2,2,1,1,4,1,0,7,7,0,7,7,1,3,1,0,7,7,0,7,2,3,3,4,3,94,4,4,2,3,,17,,23,,2,2,3,4,2,1,2,3,2,3,1,2,3,2,3,3,3,3,1,3,3,94,3,1,0,2,0,0,1,3,0,0,0,0,1,2,1,2,1,94,4,4,4,4,1,4,4,4,5,4,4,3,3,2,3,3,0,7,7,7,2,1,2,5,,2,4,4,2,4,4,4,2,4,1,,0,7,3,1,3,5,4,2,3,4,4,4,4,1,1,1,1,1,1,4,1,1,1248,,0,2,1,1,0,0,0,0,4,5,5,1,4,94,3,2,1,4,4,3,3,94,3,4,2,2,94,2,4,94,4,2,0,3,3,4,3,2,1,1,2,2,4,2,2,2,1,1,1220,,1,0,1,0,0,2,1,4,3,5,2,0,7,0,97,7,1,7,2,,7,3,2,3,3,9,0,1220,,1,18:31,189,2,1,2,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM27,27,1,1,1247,,1247,,9,2,1220,1247,9996,9996,9996,,0.33441843,0.45863098
CAM0255,2,1230,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,4,5,,5,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,1,1,19.02.21,15:22,57,1230,,1,1,1,0,2,1,3,0,2,0,1,0,0,0,2,2,3,1,2,0,0,0,0,0,0,0,3,0,0,1,1220,9996,9996,9996,9996,9996,9996,,9,0,1,9,0,3,0,0,2,4,2,5,1,1,1,3,1,3,4,94,94,4,4,9,94,4,4,2,1,60,1,70,3,2,0,0,2,1,5,1,0,0,3,3,0,0,0,0,0,1,0,1,0,2,3,0,0,0,0,3,2,1,1,2,3,3,2,1,3,2,1,1,1,2,0,0,7,7,0,7,7,0,7,7,2,0,4,4,2,5,9,94,5,9,3,29,,14,,31,,4,5,1,3,1,4,3,1,1,2,4,3,3,2,1,3,4,4,2,4,4,94,2,0,1,4,0,0,0,3,3,0,0,0,1,1,1,2,9,94,5,4,5,1,1,4,9,5,4,2,2,1,2,1,2,2,1,1,9,1,2,1,1,1,,0,5,5,5,1,2,5,2,2,1,,1,4,4,1,1,5,5,2,1,1,1,4,4,1,1,1,1,2,1,1,1,1,1235,,1,4,1,1,1,3,0,0,1,5,5,1,4,94,3,2,1,2,1,1,4,94,3,4,2,2,94,1,2,94,2,1,0,1,2,3,1,1,1,1,1,1,2,4,2,1,4,0,9997,,1,2,2,0,0,2,0,4,0,7,2,1,3,0,97,7,2,0,3,,1,3,1,97,2,18,9,9999,,2,17:09,107,1,1,2,1,1,2,0,0,0,0,0,4,1,1,1,1,1,1,CAM35,33,2,2,1227,,1227,,8,1,2,9996,9996,9996,9996,,0.69416290,0.27766516
CAM0256,1,1223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,1,4,1,,1,,6,,1,,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,19.02.21,15:27,53,2,,1,1,1,3,4,3,2,2,1,0,1,2,0,0,3,3,3,2,0,0,0,0,0,0,0,0,2,0,0,0,9997,9997,9997,9997,9997,9997,9997,,3,0,0,0,3,3,0,0,2,1,1,1,1,1,3,4,1,1,4,94,94,4,1,4,94,4,4,1,1,35,1,80,2,2,0,0,2,4,2,0,0,0,3,1,3,3,2,2,0,0,0,2,3,3,2,0,2,2,0,0,2,2,2,3,3,1,2,1,3,3,1,1,0,7,7,0,7,7,1,4,3,0,7,7,3,3,2,4,4,3,1,94,5,5,2,23,,20,,24,,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,94,1,0,0,0,0,0,2,4,4,1,2,2,3,3,2,2,3,94,5,5,5,5,1,4,1,1,1,1,1,1,3,1,1,4,1,1,0,0,1,4,4,2,,3,5,5,5,1,4,4,5,4,1,,1,5,4,4,3,5,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1223,,2,4,1,1,1,0,2,0,4,5,5,1,5,94,1,1,1,1,5,3,4,94,2,4,2,2,94,5,5,94,1,1,0,2,4,4,4,1,1,1,1,1,3,1,3,1,2,0,9997,,2,2,0,0,2,2,0,4,0,2,2,1,5,0,97,7,3,0,11,,4,3,1,97,5,18,1,1221,,9,17:22,115,1,1,2,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM10,31,1,2,1225,,1225,,9,2,9996,9996,9996,9996,9996,,0.85583152,0.54052517
CAM0257,2,1229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,4,1,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,19.02.21,15:32,25,1220,,1,2,4,1,4,5,1,2,0,1,3,2,2,2,3,1,2,2,3,2,1,2,0,3,0,0,2,0,0,0,9997,9997,9997,9997,9997,9997,9997,,1,1,2,1,3,1,1,1,2,3,2,2,1,1,2,2,2,2,3,94,94,2,2,3,94,4,3,2,1,30,1,60,2,2,1,3,2,1,1,2,3,2,3,2,3,2,1,1,1,1,1,2,0,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,4,1,0,7,7,0,7,7,1,3,2,0,7,7,2,0,3,3,3,2,1,94,1,4,2,20,,1,,14,,2,2,2,3,3,2,3,3,3,3,2,2,1,2,3,3,3,3,2,2,3,94,2,1,1,2,1,1,0,3,4,1,2,3,3,1,1,2,2,94,2,2,5,4,1,5,2,4,2,4,2,3,2,3,3,2,9,7,7,7,2,4,1,1,,2,4,2,4,1,4,4,4,4,1,,1,4,3,4,2,4,2,2,2,2,4,4,4,1,1,1,1,1,2,3,2,1,9995,FUFULDE,1,3,1,1,0,1,0,0,3,4,4,1,4,94,4,4,2,3,3,2,3,94,2,4,2,2,94,2,2,94,2,2,0,2,3,3,2,2,2,2,1,2,1,2,2,1,3,0,9997,,0,2,1,0,0,2,1,3,3,5,2,1,3,0,97,7,0,7,7,,2,3,2,7,4,18,1,9999,,8,16:54,83,2,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,1,1,CAM21,22,2,2,1,,1236,,7,1,1236,9996,9996,9996,9996,,0.94138857,0.60248869
CAM0258,1,1227,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,2,1,3,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,5,1,19.02.21,15:39,25,2,,1,2,3,2,2,1,0,3,0,2,2,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,9997,9997,9997,9997,9997,9997,9997,,3,0,1,2,3,3,0,0,2,4,2,1,5,1,2,2,4,1,4,94,94,1,1,3,94,3,1,2,1,40,1,70,1,1,0,1,1,4,2,2,2,1,3,3,3,2,9,9,0,1,0,2,2,2,2,2,1,2,0,9,9,1,9,1,1,3,2,2,3,9,1,1,0,7,7,1,2,0,1,4,1,0,7,7,0,7,1,2,4,3,3,94,5,1,2,29,,24,,9996,,2,1,9,1,1,1,3,4,4,1,1,1,4,2,9,1,9,9,9,9,9,94,1,0,0,2,1,0,0,0,1,0,4,4,2,3,3,1,3,94,1,1,4,4,1,5,5,5,4,4,1,2,9,1,1,1,9,7,7,7,4,2,1,2,,3,9,9,9,9,9,9,9,9,1,,1,4,2,3,4,5,1,4,3,4,4,4,4,1,2,1,1,1,1,4,1,2,1226,,1,4,1,1,1,0,0,2,2,3,3,1,3,94,1,1,1,3,4,1,3,94,3,4,2,2,94,2,1,94,4,5,0,2,1,3,2,2,2,4,2,2,2,1,5,2,3,0,9997,,2,2,2,2,1,2,1,4,4,2,2,1,3,0,97,7,3,1,4,,1,4,3,6,7,12,2,9997,,1,17:09,90,2,1,2,1,1,4,0,0,0,0,1,4,1,1,1,1,1,1,CAM17,36,1,2,9995,BANEN,9995,BANEN,9,2,9996,9996,9996,9996,9996,,1.33688194,2.32501206
CAM0259,1,1223,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,5,5,5,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,19.02.21,15:45,36,1222,,2,2,3,1,3,4,1,0,0,0,1,1,0,1,3,3,4,4,4,0,0,0,0,0,0,0,3,0,0,0,9997,9997,9997,9997,9997,9997,9997,,2,0,9,9,0,3,0,0,3,3,2,1,1,1,3,2,5,2,3,94,94,3,1,3,94,3,4,4,1,35,0,997,3,2,0,1,2,5,5,0,9,9,1,2,2,2,3,2,3,3,3,1,3,3,2,2,3,3,3,1,1,1,1,1,2,2,1,1,2,1,2,1,0,7,7,0,7,7,0,7,7,0,7,7,2,0,3,2,4,9,9,94,4,2,2,24,,14,,3,,3,1,2,1,1,1,1,1,2,2,2,2,2,3,2,2,1,3,3,3,3,94,3,1,0,1,0,0,0,2,4,1,3,3,2,2,2,2,3,94,4,4,4,4,1,4,4,4,4,4,4,1,1,2,1,3,1,9,0,1,2,5,1,5,,9,9,3,9,9,9,9,9,9,2,,1,4,4,2,3,5,5,2,3,3,3,3,3,1,2,1,1,1,1,4,2,2,1220,,0,4,1,1,0,0,0,0,3,3,3,1,3,94,2,4,1,3,4,3,3,94,2,3,2,2,94,4,4,94,4,2,0,2,4,4,3,2,3,1,4,1,1,1,5,4,2,0,9997,,2,2,2,0,0,2,1,4,3,3,2,1,4,0,97,7,3,0,4,,2,3,2,11,4,1,0,9999,,1,17:30,105,2,1,2,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM12,31,1,2,1230,,1230,,9,2,9996,9996,9996,9996,9996,,1.00944231,0.42502834
